Model_Name	Members
mmarc_Multi-drug_resistance111_blast_augmented	gi|325207054|gb|CP002424.1|CP002424|singleton_addition,gi|325201197|gb|CP002421.1|CP002421|singleton_addition,gi|30407145|emb|AL157959.1|AL157959|singleton_addition,gi|730579451|gb|CP009422.1|CP009422|singleton_addition,gi|730576903|gb|CP009421.1|CP009421|singleton_addition,gi|730574337|gb|CP009420.1|CP009420|singleton_addition,gi|730571813|gb|CP009419.1|CP009419|singleton_addition,gi|161594571|gb|CP000381.1|CP000381|singleton_addition,gi|120865607|emb|AM421808.1|AM421808|singleton_addition,gi|870663310|gb|CP012027.1|CP012027|singleton_addition,gi|59717368|gb|AE004969.1|AE004969|singleton_addition,gi|438190|emb|Z25796.1|Z25796|singleton_addition,gi|744797373|gb|CP006869.1|CP006869|singleton_addition,gi|837361516|gb|CP007668.1|CP007668|singleton_addition,gi|325205106|gb|CP002423.1|CP002423|singleton_addition,gi|610425456|gb|CP007524.1|CP007524|singleton_addition,gi|319409534|emb|FR774048.1|FR774048|singleton_addition,gi|870660842|gb|CP012026.1|CP012026|singleton_addition,gi|550459|gb|U14993.1|NGU14993U14993|singleton_addition,gi|2944248|gb|AF037041.1|AF037041AF037041|singleton_addition,Mdr|NC_003112.2.903386|Multi-drug_resistance|Multi-drug_efflux_pumps|MTRC,Mdr|NC_003112.2.903386,gi|389605119|emb|FR845703.1|FR845703|singleton_addition,gi|254667570|emb|AM889136.1|AM889136|singleton_addition,gi|730569312|gb|CP009418.1|CP009418|singleton_addition,gi|537637238|gb|CP003909.1|CP003909|singleton_addition,gi|870665722|gb|CP012028.1|CP012028|singleton_addition,gi|193932879|gb|CP001050.1|CP001050|singleton_addition,gi|325203134|gb|CP002422.1|CP002422|singleton_addition,gi|837359514|gb|CP007667.1|CP007667|singleton_addition,gi|325197306|gb|CP002419.1|CP002419|singleton_addition,gi|313004821|emb|FN995097.1|FN995097|singleton_addition,gi|308388224|gb|CP001561.1|CP001561|singleton_addition,gi|261391559|emb|FM999788.1|FM999788|singleton_addition
mmarc_Cationic_antimicrobial_peptides9_blast_augmented	gi|589320215|gb|CP006982.1|CP006982|singleton_addition,gi|974359204|gb|CP008871.1|CP008871|singleton_addition,gi|589338112|gb|CP006985.1|CP006985|singleton_addition,gi|392316915|gb|CP003149.1|CP003149|singleton_addition,gi|371574697|gb|JQ340363.1|JQ340363|singleton_addition,gi|358681693|gb|JN868724.1|JN868724|singleton_addition,gi|253993169|gb|GQ266142.1|GQ266142|singleton_addition,gi|576902775|gb|CP007147.1|CP007147|singleton_addition,gi|926451317|emb|LN871187.1|LN871187|singleton_addition,gi|553895034|gb|CP006832.1|CP006832|singleton_addition,gi|553886202|gb|CP006831.1|CP006831|singleton_addition,gi|543879514|gb|CP006705.1|CP006705|singleton_addition,gi|110227054|gb|AE004091.2|AE004091|singleton_addition,gi|817624209|gb|CP011369.1|CP011369|singleton_addition,gi|761589803|dbj|AP014651.1|AP014651|singleton_addition,gi|477548288|gb|CP004061.1|CP004061|singleton_addition,gi|348031532|dbj|AP012280.1|AP012280|singleton_addition,gi|974335511|gb|CP008867.1|CP008867|singleton_addition,gi|971497891|gb|CP012901.1|CP012901|singleton_addition,gi|970332569|gb|CP013696.1|CP013696|singleton_addition,gi|936627352|gb|KT716100.1|KT716100|singleton_addition,gi|589332184|gb|CP006984.1|CP006984|singleton_addition,gi|589326231|gb|CP006983.1|CP006983|singleton_addition,gi|589314341|gb|CP006981.1|CP006981|singleton_addition,gi|589308385|gb|CP006980.1|CP006980|singleton_addition,gi|566561164|gb|CP006937.1|CP006937|singleton_addition,gi|218768969|emb|FM209186.1|FM209186|singleton_addition,gi|358681690|gb|JN868723.1|JN868723|singleton_addition,gi|371574695|gb|JQ340362.1|JQ340362|singleton_addition,gi|984361056|gb|CP008873.1|CP008873|singleton_addition,gi|974327848|gb|CP008866.1|CP008866|singleton_addition,gi|974319461|gb|CP008865.1|CP008865|singleton_addition,gi|660504631|gb|CP008749.1|CP008749|singleton_addition,gi|371574706|gb|JQ340367.1|JQ340367|singleton_addition,gi|974261848|gb|CP008858.1|CP008858|singleton_addition,gi|610413304|gb|CP007224.1|CP007224|singleton_addition,gi|347302377|gb|CP002496.1|CP002496|singleton_addition,gi|371574709|gb|JQ340368.1|JQ340368|singleton_addition,gi|974282928|gb|CP008861.1|CP008861|singleton_addition,gi|974255378|gb|CP008857.1|CP008857|singleton_addition,gi|815968487|gb|CP011317.1|CP011317|singleton_addition,gi|751373101|gb|CP010555.1|CP010555|singleton_addition,gi|575870901|emb|HG530068.1|HG530068|singleton_addition,gi|974249602|gb|CP008856.1|CP008856|singleton_addition,gi|974311447|gb|CP008863.1|CP008863|singleton_addition,gi|974290783|gb|CP008862.1|CP008862|singleton_addition,gi|115583796|gb|CP000438.1|CP000438|singleton_addition,gi|674252391|gb|CP008739.2|CP008739|singleton_addition,gi|936627344|gb|KT716096.1|KT716096|singleton_addition,gi|685837395|dbj|AP014646.1|AP014646|singleton_addition,gi|670351331|dbj|AP014622.1|AP014622|singleton_addition,gi|982189197|gb|CP013993.1|CP013993|singleton_addition,gi|927993303|gb|CP012679.1|CP012679|singleton_addition,gi|927226644|gb|CP004054.2|CP004054|singleton_addition,gi|927226644|gb|CP004054.2|CP004054|singleton_addition,gi|557709751|gb|CP004055.1|CP004055|singleton_addition,gi|974353108|gb|CP008870.1|CP008870|singleton_addition,gi|974298776|gb|CP008864.1|CP008864|singleton_addition,gi|974267876|gb|CP008859.1|CP008859|singleton_addition,gi|936627362|gb|KT716105.1|KT716105|singleton_addition,gi|915391195|dbj|AP014839.2|AP014839|singleton_addition,gi|946706141|emb|LN870292.1|LN870292|singleton_addition,gi|936627350|gb|KT716099.1|KT716099|singleton_addition,gi|881079720|gb|CP012066.1|CP012066|singleton_addition,gi|567363169|gb|CP006931.1|CP006931|singleton_addition,gi|745838743|gb|CP007399.1|CP007399|singleton_addition,gi|371574703|gb|JQ340366.1|JQ340366|singleton_addition,gi|371574691|gb|JQ340360.1|JQ340360|singleton_addition,gi|371574689|gb|JQ340359.1|JQ340359|singleton_addition,gi|974347073|gb|CP008869.1|CP008869|singleton_addition,gi|675286744|emb|HG974234.1|HG974234|singleton_addition,gi|974275390|gb|CP008860.1|CP008860|singleton_addition,gi|371574693|gb|JQ340361.1|JQ340361|singleton_addition,gi|961421427|gb|CP013144.1|CP013144|singleton_addition,gi|957647579|dbj|AP017302.1|AP017302|singleton_addition,@phgb|JQ340365|0-1434|ARO:3003583|PmrB|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|PMRB,gi|936627364|gb|KT716106.1|KT716106|singleton_addition,gi|371574699|gb|JQ340364.1|JQ340364|singleton_addition,gi|954630252|gb|CP013245.1|CP013245|singleton_addition,gi|543873856|gb|CP006728.1|CP006728|singleton_addition,gi|861670927|gb|CP012001.1|CP012001|singleton_addition,gi|777183107|emb|LN831024.1|LN831024|singleton_addition,gi|514245605|gb|CP006245.1|CP006245|singleton_addition,gi|984355403|gb|CP008872.1|CP008872|singleton_addition,gi|936627358|gb|KT716103.1|KT716103|singleton_addition,gi|563408818|gb|CP006853.1|CP006853|singleton_addition
mmarc_Aminoglycosides69_blast_augmented	gi|677333620|gb|KJ192403.1|KJ192403|singleton_addition,gi|42491271|dbj|AB161463.1|AB161463|singleton_addition,gi|587662000|gb|KF921599.1|KF921599|singleton_addition,gi|587660748|gb|KF921598.1|KF921598|singleton_addition,gi|2708490|gb|U84739.1|U84739|singleton_addition,gi|948293446|gb|KR936169.1|KR936169|singleton_addition,gi|936371145|gb|KP869171.1|KP869171|singleton_addition,gi|552338941|gb|KF318043.1|KF318043|singleton_addition,gi|459258079|gb|KC202163.1|KC202163|singleton_addition,gi|365903928|gb|JN795134.1|JN795134|singleton_addition,gi|365903926|gb|JN795133.1|JN795133|singleton_addition,gi|320524477|gb|HQ536210.1|HQ536210|singleton_addition,gi|157313362|gb|DQ090840.2|DQ090840|singleton_addition,gi|89513683|gb|DQ414716.1|DQ414716|singleton_addition,gi|89513665|gb|DQ414710.1|DQ414710|singleton_addition,gi|89513656|gb|DQ414707.1|DQ414707|singleton_addition,gi|50059745|gb|AY524979.1|AY524979|singleton_addition,gi|429843398|gb|KC013370.1|KC013370|singleton_addition,gi|219815613|gb|FJ492781.1|FJ492781|singleton_addition,gi|219552625|gb|FJ489929.1|FJ489929|singleton_addition,gi|164429821|gb|EU339237.1|EU339237|singleton_addition,gi|117647118|dbj|AB269891.1|AB269891|singleton_addition,gi|52630906|gb|AY736324.1|AY736324|singleton_addition,gi|23476452|gb|AY140652.1|AY140652|singleton_addition,gi|41529560|dbj|AB161451.1|AB161451|singleton_addition,gi|514438619|gb|KC993867.1|KC993867|singleton_addition,gi|24209782|gb|AY141977.1|AY141977|singleton_addition,gi|84778283|dbj|AB234887.1|AB234887|singleton_addition,gi|218685714|gb|FJ474094.1|FJ474094|singleton_addition,gi|224756693|gb|FJ489930.1|FJ489930|singleton_addition,gi|223585782|gb|FJ469574.1|FJ469574|singleton_addition,gi|219552620|gb|FJ489928.1|FJ489928|singleton_addition,934|X51546.1|X51546|Aminoglycosides|Aminoglycoside_N-acetyltransferases|SAT,934|X51546.1|X51546,gi|829496261|gb|KP403749.1|KP403749|singleton_addition,gi|829496256|gb|KP403748.1|KP403748|singleton_addition,gi|829496251|gb|KP403747.1|KP403747|singleton_addition,gi|829496246|gb|KP403746.1|KP403746|singleton_addition,gi|829496241|gb|KP403745.1|KP403745|singleton_addition,gi|587660743|gb|KF921597.1|KF921597|singleton_addition,gi|587660738|gb|KF921596.1|KF921596|singleton_addition,gi|161610815|gb|EU089672.1|EU089672|singleton_addition,gi|221047987|gb|FJ591055.1|FJ591055|singleton_addition,gi|345133079|gb|JF339989.1|JF339989|singleton_addition
mmarc_Aminoglycosides70_blast_augmented	1400|EU912537.1|EU912537|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,1400|EU912537.1|EU912537,gi|197111879|gb|EU912537.1|EU912537|singleton_addition
mmarc_Multi-drug_resistance112_blast_augmented	gi|190010013|emb|AM743169.1|AM743169|singleton_addition,gi|674291045|gb|CP008838.1|CP008838|singleton_addition,@phgb|AF173226|1037-2441|ARO:3003067|smeS|Multi-drug_resistance|Multi-drug_efflux_pumps|sme,gi|922795094|gb|CP011305.1|CP011305|singleton_addition,gi|922683939|gb|CP011306.1|CP011306|singleton_addition
mmarc_betalactams85_blast_augmented	gi|55737978|gb|CP000024.1|CP000024|singleton_addition,gi|55736088|gb|CP000023.1|CP000023|singleton_addition,gi|926460225|gb|CP012588.1|CP012588|singleton_addition,gi|387573743|gb|CP003499.1|CP003499|singleton_addition,gi|312277418|gb|CP002340.1|CP002340|singleton_addition,gi|806979346|gb|CP011217.1|CP011217|singleton_addition,gi|116100249|gb|CP000419.1|CP000419|singleton_addition,gi|959991280|gb|CP013216.1|CP013216|singleton_addition,gi|339291081|gb|CP002888.1|CP002888|singleton_addition,23|U58210.1|STU58210|betalactams|Penicillin_binding_protein|PBP2B,23|U58210.1|STU58210,gi|974015040|gb|CP013939.1|CP013939|singleton_addition,gi|647797582|gb|CP006819.1|CP006819|singleton_addition,gi|984708306|gb|CP014144.1|CP014144|singleton_addition,gi|723626758|gb|CP009913.1|CP009913|singleton_addition,gi|338744031|emb|FR873482.1|FR873482|singleton_addition,gi|339277069|emb|FR875178.1|FR875178|singleton_addition,gi|821338895|gb|CP010999.1|CP010999|singleton_addition,gi|338741860|emb|FR873481.1|FR873481|singleton_addition
mmarc_MLS42_blast_augmented	136|HM990671.1|HM990671|MLS|Streptogramin_resistance_ATP-binding_cassette_ABC_efflux_pumps|LSA,136|HM990671.1|HM990671,gi|225700893|emb|FM204884.1|FM204884|singleton_addition,gi|757811868|dbj|AP012332.1|AP012332|singleton_addition,gi|310945382|gb|CP002104.1|CP002104|singleton_addition,gi|257048753|gb|CP001685.1|CP001685|singleton_addition,gi|908660377|emb|LN849945.1|LN849945|singleton_addition,gi|283440973|gb|CP001849.1|CP001849|singleton_addition,gi|333392846|gb|CP002725.1|CP002725|singleton_addition,gi|908660379|emb|LN849946.1|LN849946|singleton_addition
mmarc_betalactams86_blast_augmented	@phgb|AJ698325|14502-15417|ARO:3003203|TLA-2|betalactams|Class_A_betalactamases|TLA,gi|54969619|emb|AJ698325.1|AJ698325|singleton_addition
mmarc_betalactams87_blast_augmented	@phgb|KP109675|1328-2201|ARO:3003716|CPS-1|betalactams|Class_B_betalactamases|CPS,gi|762020382|gb|KP109675.1|KP109675|singleton_addition
mmarc_Multi-drug_resistance113_blast_augmented	440|EU408347.1|EU408347|Multi-drug_resistance|Multi-drug_efflux_pumps|HLYD,440|EU408347.1|EU408347,gi|169647627|gb|EU408347.1|EU408347|singleton_addition
mmarc_Multi-drug_resistance114_blast_augmented	gi|563408818|gb|CP006853.1|CP006853|singleton_addition,gi|358681672|gb|JN868717.1|JN868717|singleton_addition,gi|984355403|gb|CP008872.1|CP008872|singleton_addition,gi|589338112|gb|CP006985.1|CP006985|singleton_addition,gi|589332184|gb|CP006984.1|CP006984|singleton_addition,gi|589326231|gb|CP006983.1|CP006983|singleton_addition,gi|589320215|gb|CP006982.1|CP006982|singleton_addition,gi|589314341|gb|CP006981.1|CP006981|singleton_addition,gi|589308385|gb|CP006980.1|CP006980|singleton_addition,gi|566561164|gb|CP006937.1|CP006937|singleton_addition,gi|218768969|emb|FM209186.1|FM209186|singleton_addition,gi|974298776|gb|CP008864.1|CP008864|singleton_addition,gi|971497891|gb|CP012901.1|CP012901|singleton_addition,gi|957647579|dbj|AP017302.1|AP017302|singleton_addition,gi|477548288|gb|CP004061.1|CP004061|singleton_addition,gi|936627392|gb|KT716120.1|KT716120|singleton_addition,gi|348031532|dbj|AP012280.1|AP012280|singleton_addition,gi|674252391|gb|CP008739.2|CP008739|singleton_addition,gi|358681684|gb|JN868721.1|JN868721|singleton_addition,gi|253993164|gb|GQ266139.1|GQ266139|singleton_addition,gi|936627398|gb|KT716123.1|KT716123|singleton_addition,gi|253993167|gb|GQ266141.1|GQ266141|singleton_addition,gi|936627414|gb|KT716131.1|KT716131|singleton_addition,gi|926451317|emb|LN871187.1|LN871187|singleton_addition,gi|553895034|gb|CP006832.1|CP006832|singleton_addition,gi|553886202|gb|CP006831.1|CP006831|singleton_addition,gi|543879514|gb|CP006705.1|CP006705|singleton_addition,gi|110227054|gb|AE004091.2|AE004091|singleton_addition,gi|610413304|gb|CP007224.1|CP007224|singleton_addition,gi|974353108|gb|CP008870.1|CP008870|singleton_addition,gi|936627410|gb|KT716129.1|KT716129|singleton_addition,gi|968567191|gb|CP013680.1|CP013680|singleton_addition,gi|881079720|gb|CP012066.1|CP012066|singleton_addition,gi|974311447|gb|CP008863.1|CP008863|singleton_addition,gi|974290783|gb|CP008862.1|CP008862|singleton_addition,gi|115583796|gb|CP000438.1|CP000438|singleton_addition,gi|761589803|dbj|AP014651.1|AP014651|singleton_addition,gi|936627394|gb|KT716121.1|KT716121|singleton_addition,gi|358681678|gb|JN868719.1|JN868719|singleton_addition,@phgb|JN868716|682-2029|ARO:3000835|phoQ|Multi-drug_resistance|MDR_regulator|PHOQ,gi|358681681|gb|JN868720.1|JN868720|singleton_addition,gi|974347073|gb|CP008869.1|CP008869|singleton_addition,gi|675286744|emb|HG974234.1|HG974234|singleton_addition,gi|567363169|gb|CP006931.1|CP006931|singleton_addition,gi|974335511|gb|CP008867.1|CP008867|singleton_addition,gi|974249602|gb|CP008856.1|CP008856|singleton_addition,gi|915391195|dbj|AP014839.2|AP014839|singleton_addition,gi|970332569|gb|CP013696.1|CP013696|singleton_addition,gi|974267876|gb|CP008859.1|CP008859|singleton_addition,gi|954630252|gb|CP013245.1|CP013245|singleton_addition,gi|253993165|gb|GQ266140.1|GQ266140|singleton_addition,gi|974359204|gb|CP008871.1|CP008871|singleton_addition,gi|253993162|gb|GQ266138.1|GQ266138|singleton_addition,gi|575870901|emb|HG530068.1|HG530068|singleton_addition,gi|961421427|gb|CP013144.1|CP013144|singleton_addition,gi|975043142|gb|CP013989.1|CP013989|singleton_addition,gi|974341323|gb|CP008868.1|CP008868|singleton_addition,gi|974261848|gb|CP008858.1|CP008858|singleton_addition,gi|514245605|gb|CP006245.1|CP006245|singleton_addition,gi|974255378|gb|CP008857.1|CP008857|singleton_addition,gi|815968487|gb|CP011317.1|CP011317|singleton_addition,gi|751373101|gb|CP010555.1|CP010555|singleton_addition,gi|358681666|gb|JN868715.1|JN868715|singleton_addition,gi|936627396|gb|KT716122.1|KT716122|singleton_addition,gi|358681675|gb|JN868718.1|JN868718|singleton_addition,gi|982189197|gb|CP013993.1|CP013993|singleton_addition,gi|817624209|gb|CP011369.1|CP011369|singleton_addition
mmarc_Fosfomycin12_blast_augmented	1639|AB985401.1|AB985401|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,1639|AB985401.1|AB985401,gi|58397799|gb|AY866517.2|AY866517|singleton_addition,gi|695212374|ref|NG_036403.1|NG_036403|singleton_addition
mmarc_Multi-drug_resistance115_blast_augmented	gi|943352228|gb|CP013032.1|CP013032|singleton_addition,gi|938159898|gb|CP012696.1|CP012696|singleton_addition,gi|589078008|gb|CP006689.1|CP006689|singleton_addition,gi|589076343|gb|CP006688.1|CP006688|singleton_addition,gi|589074677|gb|CP006687.1|CP006687|singleton_addition,gi|589073010|gb|CP006686.1|CP006686|singleton_addition,gi|589071344|gb|CP006685.1|CP006685|singleton_addition,gi|401780468|emb|HE978252.1|HE978252|singleton_addition,gi|308072542|dbj|AB575957.1|AB575957|singleton_addition,gi|284925303|gb|CP001876.1|CP001876|singleton_addition,gi|30407139|emb|AL111168.1|AL111168|singleton_addition,gi|633259726|dbj|AB894098.1|AB894098|singleton_addition,gi|633259722|dbj|AB894097.1|AB894097|singleton_addition,gi|761233003|gb|CP010906.1|CP010906|singleton_addition,gi|549035525|emb|HG428754.1|HG428754|singleton_addition,gi|941489135|gb|CP012149.1|CP012149|singleton_addition,gi|307746964|gb|CP001900.1|CP001900|singleton_addition,gi|121504137|gb|CP000538.1|CP000538|singleton_addition,gi|45269108|gb|AF466820.2|AF466820|singleton_addition,gi|972501361|gb|CP010487.1|CP010487|singleton_addition,gi|972499458|gb|CP010486.1|CP010486|singleton_addition,gi|972497639|gb|CP010485.1|CP010485|singleton_addition,gi|972495846|gb|CP010484.1|CP010484|singleton_addition,gi|972494020|gb|CP010483.1|CP010483|singleton_addition,gi|972492260|gb|CP010482.1|CP010482|singleton_addition,gi|972490419|gb|CP010481.1|CP010481|singleton_addition,gi|972488604|gb|CP010480.1|CP010480|singleton_addition,gi|972486655|gb|CP010479.1|CP010479|singleton_addition,gi|972484848|gb|CP010478.1|CP010478|singleton_addition,gi|972482902|gb|CP010477.1|CP010477|singleton_addition,gi|972480897|gb|CP010476.1|CP010476|singleton_addition,gi|972479117|gb|CP010475.1|CP010475|singleton_addition,gi|972477353|gb|CP010474.1|CP010474|singleton_addition,gi|972475399|gb|CP010473.1|CP010473|singleton_addition,gi|972473514|gb|CP010472.1|CP010472|singleton_addition,gi|972471629|gb|CP010471.1|CP010471|singleton_addition,gi|972457896|gb|CP010470.1|CP010470|singleton_addition,gi|972456026|gb|CP010469.1|CP010469|singleton_addition,gi|972454149|gb|CP010468.1|CP010468|singleton_addition,gi|972452288|gb|CP010467.1|CP010467|singleton_addition,gi|972450418|gb|CP010466.1|CP010466|singleton_addition,gi|972448547|gb|CP010465.1|CP010465|singleton_addition,gi|972446710|gb|CP010464.1|CP010464|singleton_addition,gi|972444869|gb|CP010463.1|CP010463|singleton_addition,gi|972442909|gb|CP010462.1|CP010462|singleton_addition,gi|972441063|gb|CP010461.1|CP010461|singleton_addition,gi|972439225|gb|CP010460.1|CP010460|singleton_addition,gi|972437372|gb|CP010459.1|CP010459|singleton_addition,gi|972433565|gb|CP010457.1|CP010457|singleton_addition,gi|972431772|gb|CP010511.1|CP010511|singleton_addition,gi|972429854|gb|CP010510.1|CP010510|singleton_addition,gi|972427912|gb|CP010509.1|CP010509|singleton_addition,gi|972426128|gb|CP010508.1|CP010508|singleton_addition,gi|972424356|gb|CP010507.1|CP010507|singleton_addition,gi|972422608|gb|CP010506.1|CP010506|singleton_addition,gi|972420825|gb|CP010505.1|CP010505|singleton_addition,gi|972419055|gb|CP010504.1|CP010504|singleton_addition,gi|972417296|gb|CP010503.1|CP010503|singleton_addition,gi|972415486|gb|CP010502.1|CP010502|singleton_addition,gi|972413677|gb|CP010501.1|CP010501|singleton_addition,gi|972411860|gb|CP010495.1|CP010495|singleton_addition,gi|972410147|gb|CP010500.1|CP010500|singleton_addition,gi|972408514|gb|CP010499.1|CP010499|singleton_addition,gi|972406776|gb|CP010498.1|CP010498|singleton_addition,gi|972405013|gb|CP010497.1|CP010497|singleton_addition,gi|972403215|gb|CP010496.1|CP010496|singleton_addition,gi|972401433|gb|CP010494.1|CP010494|singleton_addition,gi|972399586|gb|CP010493.1|CP010493|singleton_addition,gi|972397837|gb|CP010492.1|CP010492|singleton_addition,gi|972396096|gb|CP010491.1|CP010491|singleton_addition,gi|972394382|gb|CP010490.1|CP010490|singleton_addition,gi|972392683|gb|CP010489.1|CP010489|singleton_addition,gi|972391036|gb|CP010488.1|CP010488|singleton_addition,gi|930574337|gb|CP012690.1|CP012690|singleton_addition,gi|930572704|gb|CP012689.1|CP012689|singleton_addition,gi|225423373|gb|FJ797673.1|FJ797673|singleton_addition,gi|315017338|gb|CP002029.1|CP002029|singleton_addition,gi|703556902|gb|CP006851.1|CP006851|singleton_addition,gi|612154262|gb|CP005081.1|CP005081|singleton_addition,gi|627770052|gb|CP005388.1|CP005388|singleton_addition,gi|633259714|dbj|AB894095.1|AB894095|singleton_addition,gi|780862670|gb|CP003871.3|CP003871|singleton_addition,gi|157385286|gb|CP000814.1|CP000814|singleton_addition,gi|523830301|gb|CP006006.1|CP006006|singleton_addition,gi|315057441|gb|CP001960.1|CP001960|singleton_addition,gi|225423353|gb|FJ797669.1|FJ797669|singleton_addition,gi|57165696|gb|CP000025.1|CP000025|singleton_addition,gi|589292694|gb|CP007181.1|CP007181|singleton_addition,gi|47933602|gb|AY598796.4|AY598796|singleton_addition,gi|84569894|gb|DQ333456.1|DQ333456|singleton_addition,gi|933786786|gb|CP011777.1|CP011777|singleton_addition,gi|225423368|gb|FJ797672.1|FJ797672|singleton_addition,gi|971160855|gb|CP013733.1|CP013733|singleton_addition,gi|556029419|gb|CP006702.1|CP006702|singleton_addition,gi|540365286|gb|CP004066.1|CP004066|singleton_addition,gi|777189043|emb|LN831025.1|LN831025|singleton_addition,gi|633259730|dbj|AB894099.1|AB894099|singleton_addition,gi|633259718|dbj|AB894096.1|AB894096|singleton_addition,gi|972435464|gb|CP010458.1|CP010458|singleton_addition,gi|943355596|gb|CP013036.1|CP013036|singleton_addition,gi|943353927|gb|CP013034.1|CP013034|singleton_addition,gi|589294558|gb|CP007179.1|CP007179|singleton_addition,gi|225423363|gb|FJ797671.1|FJ797671|singleton_addition,gi|84569892|gb|DQ333455.1|DQ333455|singleton_addition,gi|532689026|emb|HG326877.1|HG326877|singleton_addition,gi|769548161|gb|CP011015.1|CP011015|singleton_addition,Mdr|CP000768.1|gene1537|Multi-drug_resistance|Multi-drug_efflux_pumps|cme,Mdr|CP000768.1|gene1537,gi|948350056|gb|CP013116.1|CP013116|singleton_addition,gi|756014142|gb|CP010307.1|CP010307|singleton_addition,gi|736041472|gb|CP010058.1|CP010058|singleton_addition,gi|756009372|gb|CP010306.1|CP010306|singleton_addition,gi|690551456|gb|CP006729.2|CP006729|singleton_addition,gi|690545238|gb|CP006709.2|CP006709|singleton_addition,gi|690532631|gb|CP006708.2|CP006708|singleton_addition,gi|690532129|gb|CP006707.2|CP006707|singleton_addition,gi|669634860|gb|CP008787.1|CP008787|singleton_addition,gi|756103065|gb|CP010301.1|CP010301|singleton_addition,gi|756089737|gb|CP010072.1|CP010072|singleton_addition,gi|589296254|gb|CP007183.1|CP007183|singleton_addition,gi|225423358|gb|FJ797670.1|FJ797670|singleton_addition
mmarc_Multi-drug_resistance116_blast_augmented	gi|827428600|gb|CP011511.1|CP011511|singleton_addition,gi|187427012|gb|CP001063.1|CP001063|singleton_addition,gi|81244029|gb|CP000036.1|CP000036|singleton_addition,gi|31323210|gb|AY283773.1|AY283773|singleton_addition,gi|675820454|emb|LM997016.1|LM997016|singleton_addition,gi|675820240|emb|LM996803.1|LM996803|singleton_addition,gi|628075004|gb|CP007136.1|CP007136|singleton_addition,gi|573966439|gb|CP006027.1|CP006027|singleton_addition,gi|544200787|gb|CP006584.1|CP006584|singleton_addition,gi|383403426|gb|CP002967.1|CP002967|singleton_addition,gi|383390031|gb|CP002970.1|CP002970|singleton_addition,gi|323376397|gb|CP002516.1|CP002516|singleton_addition,gi|315059226|gb|CP002185.1|CP002185|singleton_addition,@phgb|U00096|4567286-4568519|ARO:3001214|mdtM|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTC,gi|675819336|emb|LM995899.1|LM995899|singleton_addition,gi|284919779|emb|FN554766.1|FN554766|singleton_addition,gi|157076741|gb|CP000800.1|CP000800|singleton_addition,gi|675820701|emb|LM997263.1|LM997263|singleton_addition,gi|675820474|emb|LM997036.1|LM997036|singleton_addition,gi|628026570|gb|CP007133.1|CP007133|singleton_addition,gi|573932891|gb|CP006262.1|CP006262|singleton_addition,gi|157065147|gb|CP000802.1|CP000802|singleton_addition,gi|383101383|gb|CP002291.1|CP002291|singleton_addition,gi|595607150|gb|CP007394.1|CP007394|singleton_addition,gi|595602589|gb|CP007393.1|CP007393|singleton_addition,gi|595597955|gb|CP007392.1|CP007392|singleton_addition,gi|170517292|gb|CP000970.1|CP000970|singleton_addition,gi|974145171|gb|CP007491.1|CP007491|singleton_addition,gi|874075390|gb|CP007442.1|CP007442|singleton_addition,gi|443419838|gb|CP004009.1|CP004009|singleton_addition,gi|944398239|gb|CP013025.1|CP013025|singleton_addition,gi|675819902|emb|LM996465.1|LM996465|singleton_addition,gi|675819744|emb|LM996307.1|LM996307|singleton_addition,gi|675819430|emb|LM995993.1|LM995993|singleton_addition,gi|675817920|emb|LK931533.1|LK931533|singleton_addition,gi|675819847|emb|LM996410.1|LM996410|singleton_addition,gi|675819628|emb|LM996191.1|LM996191|singleton_addition,gi|937297913|gb|CP012802.1|CP012802|singleton_addition,gi|734586714|gb|CP010304.1|CP010304|singleton_addition,gi|828386760|gb|CP006632.1|CP006632|singleton_addition,gi|777222485|emb|LN831043.1|LN831043|singleton_addition,gi|675819296|emb|LM995859.1|LM995859|singleton_addition,gi|218363708|emb|CU928161.2|CU928161|singleton_addition,gi|950873647|gb|CP013112.1|CP013112|singleton_addition,gi|834763093|gb|CP006636.1|CP006636|singleton_addition,gi|944404559|gb|CP013029.1|CP013029|singleton_addition
mmarc_betalactams88_blast_augmented	Bla|GES-23_1_KF179354|betalactams|Class_A_betalactamases|GES,Bla|GES-23_1_KF179354|betalactams|Class_A_betalactamases|GES,Bla|GES-23_1_KF179354|betalactams|Class_A_betalactamases|GES
